,title,description,image,site,link,tags
544,تعلیق حساب‌های کاربری دفتر رهبر انقلاب به‌رغم ادعای توییتر,شب گذشته توییتر در اقدامی بدون دلیل، تمامی حسابهای مربوط به سایت Khamenei.ir در زبانهای مختلف را مسدود کرد و پس از گذشت دقایقی، برخی از این حسابها رفع تعلیق شدند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/07/10/1398071010343850318552634.jpg,tasnim,https://tn.ai/2234253,سیاسی
545,برنامه جدید برای تخصیص 87هزار میلیارد تومان بودجه عمرانی/ 8 محور طرحهای وزارت راه در راستای جهش تولید,رئیس سازمان برنامه و بودجه با اشاره به 8 محور طرحهای وزارت راه در راستای جهش تولید، از برنامه جدید برای تخصیص 87هزار میلیارد تومان بودجه عمرانی خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/09/16/1398091613063815119058974.jpg,tasnim,https://tn.ai/2234260,اقتصادی
546,شمار قربانیان کرونا در ایتالیا از 12هزار نفر گذشت,دولت ایتالیا از افزایش شمار قربانیان ویروس کرونا (بیماری کووید‌ــ‌19) در این کشور به بیش از 12هزار نفر خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/10/1399011023171010420017774.jpg,tasnim,https://tn.ai/2234264,بین الملل
547,4000 پرس غذای گرم و تبرک امام رضا (ع) توسط آستان قدس رضوی در مراکز درمانی اردبیل توزیع می‌شود,مدیر نمایندگی آستان قدس رضوی در استان اردبیل گفت: 4000 پرس غذای گرم و تبرک امام رضا (ع)در بیمارستان‌ها و مراکز درمانی اردبیل توزیع می‌شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/11/1399011117515479320024424.jpg,tasnim,https://tn.ai/2234269,استانها
548,وزیر حج عربستان: کشورهای اسلامی فعلاً برای حج برنامه‌ریزی نکنند,وزیر حج عربستان سعودی از کشورهای اسلامی خواست که فعلاً برای حج برنامه‌ریزی نکنند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120612013713319783114.jpg,tasnim,https://tn.ai/2234287,بین الملل
549,مقابله پدافند هوایی سوریه با تجاوز جدید رژیم صهیونیستی,رسانه‌های سوری از مقابله پدافند هوایی این کشور با اهداف متخاصم در آسمان حمص خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/11/26/1396112607574082113345594.jpg,tasnim,https://tn.ai/2234289,بین الملل
550,فرانسه هم در آمار قربانیان کرونا از چین پیش افتاد,ساعاتی پس از سبقت‌گرفتن آمریکا از چین در آمار مرگ‌ومیر بر اثر ویروس کرونا (بیماری کووید‌ــ‌19) تعداد قربانیان کرونا در فرانسه نیز از آمار چین فراتر رفت.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/05/1399010521564155219980404.jpg,tasnim,https://tn.ai/2234292,بین الملل
551,گزارش| سیزده‌به‌دری متفاوت در روزهای کرونایی / مردم ایران فردا در خانه می‌مانند / طبیعت‌گردی پس از شکست کرونا + فیلم,گروه استان‌ها ــ ‌کووید19 چهره نوروز 99 را به‌کلی دگرگون کرد، ایرانیانی که هر سال شمسی را با دید و بازدیدهای خانوادگی، مهمانی، مسافرت و گشت‌وگذار و حتی گردش در شهر خود می‌گذراندند، امسال حتی نمی‌توانند 13 فروردین را در بیرون از منزل بگذرانند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/14/1398011401074563317069124.jpg,tasnim,https://tn.ai/2234298,استانها
552,شروع پخش فصل دوم &quot;نون.خ&quot;/ سریالی که رمضانی نشد!,"ماجرای ""نورالدین خانزاده"" و سلاطین تخمه در حالی از 20 فروردین‌ماه پخش خودش را آغاز می‌کند که تا قبل از ماه مبارک رمضان روی آنتن خواهد بود.",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/21/1398102113365294319384264.jpg,tasnim,https://tn.ai/2234311,فرهنگی
553,خبر تلخ زالی برای تهرانی‌ها: همگن شدن تمام شهر در آلودگی با کرونا!/ تبعات خروج از خانه دو هفته بعد عیان می‌شود,فرمانده مدیریت کرونا در تهران با بیان اینکه آلودگی با کرونا در تمام مناطق تهران همگن شده است، گفت: قبل از 20 اسفند برخی مناطق تهران کمتر آلوده بود و رفتار غیرمدنی برخی افراد، باعث همگن شدن آلودگی در سراسر شهر شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1394/05/26/139405261218021755893494.jpg,tasnim,https://tn.ai/2234316,اجتماعی
554,یمن: تلاش‌های سازمان ملل برای آتش‌بس پس از کرونا ادامه خواهد داشت,عضو هیات صنعاء در مذاکرات صلح یمن از ادامه تلاش‌های سازمان ملل برای توقف درگیری‌ها و برقراری آتش‌بس سراسری و فراگیر در یمن پس از بحران کرونا خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1395/01/07/139501071947471667412154.jpg,tasnim,https://tn.ai/2234321,بین الملل
555,حمله توپخانه‌ای ترکیه به حومه حلب,ارتش ترکیه روستاهای اطراف شهر «منبج» در شمال شرقی حلب در شمال سوریه را هدف حملات توپخانه‌ای خود قرار داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/14/1398121411550253419843804.jpg,tasnim,https://tn.ai/2234333,بین الملل
556,سندرز: تحریم‌های دارویی ایران باید برداشته شود,نامزد دموکرات‌ها در انتخابات ریاست جمهوری آمریکا با بیان اینکه تحریم‌ها مانع رسیدن دارو به ایران است، خواستار لغو این تحریم‌ها شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/02/06/1398020621013077117278224.jpg,tasnim,https://tn.ai/2234337,بین الملل
559,هواشناسی ایران 99/1/13| ورود سامانه بارشی به کشور/ پیش بینی تداوم بارش‌ها تا 17 فروردین,سازمان هواشناسی با اشاره به ورود سامانه بارشی جدید به کشور طی امروز از آغاز بارش‌ها در استان‌های قزوین،‌ البرز و تهران خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/16/1398011619163379217088354.jpg,tasnim,https://tn.ai/2234344,اقتصادی
560,سخنگوی هیئت رئیسه مجلس: طرح رتبه‌بندی فرهنگیان به تدریج اجرا می‌شود,سخنگوی هیئت رئیسه مجلس از اختصاص 6 میلیارد تومان اعتبار برای متناسب‌سازی حقوق کارکنان در سال 99 خبر داد و گفت: با توجه به تنگناهای مالی و بودجه‌ای، طرح رتبه‌بندی فرهنگیان به تدریج اجرا می‌شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/01/31/1396013118185886010588374.jpg,tasnim,https://tn.ai/2234345,استانها
561,کرونا در کمین دورهمی‌های سیزده به‌در/روز طبیعت در خانه بمانیم,درحالی هرسال سیزدهمین روز از فروردین ماه طبق آداب و رسوم ایرانی مشغول برنامه‌ریزی برای دل به طبیعت سپردن بودیم امسال باید مدنظر داشته باشیم که بیماری کرونا این رسم قدیمی را با چالشی جدی روبرو کرده و خطر در کمین است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/13/1399011308303520320033054.jpg,tasnim,https://tn.ai/2234346,استانها
562,کاهش 68 درصدی تردد اتوبوس‌ در جاده‌ها/رشد 2 درصدی تردد ناوگان باری/تردد کامیون‌ها بدون محدودیت برای حمل بار از بنادر,جانشین پلیس راه کشور با اعلام این‌که امسال محدودیتی برای جابجایی کالای اساسی قائل نشده‌ایم از کاهش 68 درصدی تردد اتوبوس‌ها طی نوروز امسال در کشور خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1393/06/24/139306241053238923638634.jpg,tasnim,https://tn.ai/2234347,اقتصادی
563,پیشنهاد فرمانده کل نیروی انتظامی به دولت برای حمایت از نیروهای کار روزمزد و اقشار آسیب پذیر,فرمانده کل نیروی انتظامی به دولت پیشنهاد داد تا افراد و مشاغل مشمول طرح فاصله‌گذاری اجتماعی مورد حمایت ویژه قرار گیرند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/07/1398110710355028619503374.jpg,tasnim,https://tn.ai/2234349,اجتماعی
564,سوریه| حمله راکتی تروریست‌ها به «سراقب»,منابع سوری از حمله راکتی گروه‌های تروریستی به حومه شهر سراقب خبر دادند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1395/10/12/139510121333008669597114.jpg,tasnim,https://tn.ai/2234360,بین الملل
565,خدمت‌رسانی گسترده نهادهای انقلابی برای مقابله با کرونا/ چرا دولت از ظرفیت دارایی 18000هزار میلیاردی‌اش استفاده نمی‌کند؟,درحالی که نهادهای انقلابی بعد از شیوع کرونا اقدامات قابل توجهی برای کاهش آسیبهای مربوطه در دستور کار قرار داده‌اند، دولت نیز می تواند با استفاده از 10 درصد ظرفیت اموال خود، حداقل منابع 700 هزار میلیارد تومانی برای مقابله با این چالش فراهم کند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/13/1399011311015840020033494.jpg,tasnim,https://tn.ai/2234379,اقتصادی
566,دستور تلفنی رئیس جمهور به وزیر اقتصاد؛ در واگذاری شرکتها و دارایی‌های دولت تسریع کنید,حسن روحانی رئیس جمهور در تماس تلفنی با وزیر اقتصاد، با اشاره به استقبال مردم از بازار سرمایه، بر تسریع در واگذاری شرکت ها و دارایی های دولت و همچنین فروش اموال مازاد بانک ها، با استفاده از ظرفیت این بازار در سال جهش تولید تأکید کردند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/13/1399011311082968320033594.jpg,tasnim,https://tn.ai/2234409,اقتصادی
567,وضعیت راه‌های کشور در روز طبیعت؛ کاهش 20.5 درصدی تردد در جاده‌ها/ همراهی مردم با طرح فاصله‌گذاری+تصاویر,سازمان راهداری و حمل‌ونقل جاده‌ای از کاهش 20.5 درصدی تردد وسایل نقلیه در محورهای برون‌شهری کشور طی 24 ساعت گذشته خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/13/1399011311125820920033644.jpg,tasnim,https://tn.ai/2234413,اقتصادی
568,روحانی: شرایط سخت تا 20 فروردین ادامه خواهد داشت/اجرای مدل قرنطینه چینی، در ایران و هیچ کشور دیگری امکان‌پذیر نبود,رئیس جمهور گفت:امروز از همه می خواهیم در خانه بمانند و از انجام سنت سیزده بدر صرف نظر کنند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/02/1399010211361354919957154.jpg,tasnim,https://tn.ai/2234415,سیاسی
570,واکنش وزارت خارجه ایران به تحرکات نظامی آمریکا در عراق,سخنگوی وزارت امور خارجه جمهوری اسلامی ایران به حضور و تحرکات نظامی آمریکا در عراق واکنش نشان داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/29/1398102902374867819444294.png,tasnim,https://tn.ai/2234444,بین الملل
571,گوترش: کرونا بزرگترین چالش بشر از زمان تاسیس سازمان ملل است,دبیرکل سازمان ملل با اشاره به اینکه ویروس کرونا بنیاد جوامع را هدف قرار داده است، هشدار داد، شیوع این ویروس بزرگترین چالش بشر پس از ایجاد سازمان ملل در پی جنگ جهانی دوم است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/02/1398110203563525719466934.jpg,tasnim,https://tn.ai/2234460,بین الملل
573,جهانگیری: باید تیم‌هایی برای رفع تبعات اقتصادی و اجتماعی کرونا تشکیل شود,معاون اول رئیس جمهور از متخصصان و &nbsp;دانشگاهیان خواست تا تیم هایی را برای رفع تبعات اقتصادی و اجتماعی کرونا تشکیل دهد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/10/1399011015160532920013703.jpg,tasnim,https://tn.ai/2234472,سیاسی
575,ایران آماده صادرات کیت‌‌های تشخیص کرونا/ برپایی 60 آزمایشگاه تشخیصی در کمتر از 10 روز,رئیس انستیتو پاستور با بیان اینکه در کمتر از 10 روز 60 آزمایشگاه تشخیص کرونا در کشور دایر شد، گفت: به اندازه کافی در کشور کیت تشخیصی داریم و در صورت نیاز کشورها می‌‌توانیم آن را صادر کنیم؛ در زمینه بیماری‌‌های منتقله از جوندگان الگوی جهانی هستیم.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/13/1399011313150877520035494.jpg,tasnim,https://tn.ai/2234533,اجتماعی
576,سرلشکر صفوی: دوران افول قدرت نظامی آمریکا فرا رسیده است,مشاوره عالی فرمانده کل قوا در یادداشتی تحلیلی درباره تحولات عراق نوشت که دوران افول قدرت نظامی و سیاسی آمریکا فرا رسیده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1395/11/05/139511051053313539785614.jpg,tasnim,https://tn.ai/2234733,سیاسی
577,تمدید بخشنامه نحوه حضور کارمندان در ادارات، بانک‌ها و بیمه‌ها تا 20 فروردین,بر اساس بخشنامه سازمان اداری و استخدامی، هم‌چنان یک‌سوم کارکنان در محل کار حاضر می‌شوند و بقیه دورکاری می‌کنند یا به مرخصی می‌روند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/05/22/1397052210562223515013844.png,tasnim,https://tn.ai/2234759,اقتصادی
578,نماهنگ &quot;به تو از دور سلام&quot; در حرم حضرت زینب(س),"نماهنگ ""به تو از دور سلام"" با موضوع حال‌ و هوای غم‌انگیز خیابان‌ها و بازار اطراف حرم حضرت زینب سلام‌الله‌علیها منتشر شد.",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/08/1398100809314564519229994.jpg,tasnim,https://tn.ai/2234793,فرهنگی
579,آخرین اخبار کرونا در سیستان و بلوچستان| افزایش پوشش غربالگری غیرحضوری کرونا به بیش از 98 درصد,گروه استان‌ها- در پی شیوع موج ویروس کرونا در سراسر کشور و به‌تبع آن در استان سیستان و بلوچستان تلاشی همه‌ جانبه از سوی مسئولان و مردم جهت مقابله با این بیماری فراگیر آغاز شده و تقریباً همه مردم به نحوی درگیر موضوع هستند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/07/1398120709023733919789744.jpg,tasnim,https://tn.ai/2234796,استانها
580,پنتاگون: عملیات استقرار سامانه موشکی در عراق ادامه دارد,سخنگوی وزارت دفاع آمریکا از ادامه عملیات نصب و استقرار سامانه دفاعی موشکی در عراق خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/13920301110815715560354.jpg,tasnim,https://tn.ai/2234798,بین الملل
581,حشد شعبی باز هم حمله داعش به «دیالی» را دفع کرد,حشد شعبی در ادامه عملیات مبارزه با تروریست‌های داعش در استان دیالی، موفق شد بار دیگر حملات آنها را خنثی کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/06/05/1398060522385392018222684.jpg,tasnim,https://tn.ai/2234800,بین الملل
582,ترامپ مدعی برنامه‌ ریزی برای حمله به نیروهای آمریکایی در عراق شد,رئیس جمهور آمریکا درباره هرگونه حمله به نیروهای آمریکایی مستقر در عراق هشداد داد و مدعی شد که برای انجام حملات علیه مواضع نظامی آمریکا در عراق برنامه‌ریزی شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/24/1398122422504421919913784.jpg,tasnim,https://tn.ai/2234806,بین الملل
583,«جهش تولید» در صنعت چای؛ 400 هکتار از باغات رها شده گیلان به چرخه تولید بازگشت,رئیس سازمان چای کشور جهش تولید در صنعت چای ایرانی مطابق با شعار امسال را مورد تأکید قرار داد و گفت: با اجرای سیاست‌های حمایتی، 400 هکتار از باغات چای رها شده گیلان به چرخه تولید بازگشت.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/02/17/1397021709563617214063674.jpg,tasnim,https://tn.ai/2234812,استانها
584,جزئیات دستورالعمل اختصاص کارت اعتباری 1 و 2 میلیون تومانی به اقشار آسیب‌پذیر,بر اساس مصوبه هیئت دولت، دستورالعمل اختصاص کارت اعتباری 1 و 2 میلیون تومانی به اقشار آسیب‌پذیر ابلاغ شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/25/1398122519372082119921094.jpg,tasnim,https://tn.ai/2234818,اقتصادی
585,کرونا مصرف روزانه بنزین را 48 میلیون لیتر کاهش داد/زیان 2 تریلیون دلاری افتصاد دنیا با 25 میلیون بیکار,سخنگوی دولت با بیان اینکه کرونا به اقتصاد دنیا شوک وارد کرده است، افزود: بیماری کرونا به اقتصاد جهانی دو تریلیون دلار خسارت وارد کرده است و بر اساس آمارهای منتشر شده کرونا در مرحله اول 25 میلیون نفر در جهان را بیکار می‌کند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/05/06/139805061335487117981874.jpg,tasnim,https://tn.ai/2234839,اقتصادی
586,جاده‌ها خلوت شد/گزارشی از کاهش 60درصدی ترددها تا افت 70درصدی سفرها,معاون حمل و نقل سازمان راهداری و حمل و نقل جاده ای گفت: از 25 اسفند ماه 98 تا یازدهم فروردین ماه ، تعداد سفرهای ناوگان عمومی مسافری 70 درصد کاهش و جابه جایی تعداد مسافرین 76 درصد نسبت به مدت مشابه سال گذشته کاهش داشته است .,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/12/1399011216334248120030694.jpg,tasnim,https://tn.ai/2234878,اقتصادی
587,حزب‌الله عراق: پاسخ ما به هرگونه حماقت آمریکا غیرقابل تصور است,سخنگوی کتائب حزب‌الله عراق در واکنش به تهدیدات اخیر آمریکا علیه گروه‌های مقاومت عراق تاکید کرد که اگر واشنگتن مرتکب حماقتی شود٬ پاسخی به آن می‌دهیم که فکرش را هم نمی‌کند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/12/12/1396121220210768213505794.jpg,tasnim,https://tn.ai/2234912,بین الملل
588,سردار شریف: در روزهای آینده از دستاوردهای جدید بهداشتی-درمانی سپاه رونمایی می‌کنیم,سخنگوی سپاه با تشریح جدیدترین اقدامات و خدمات سپاه در پیشگیری و مقابله با بیماری کرونا گفت: در روزهای آینده از دستاوردهای جدید بهداشتی درمانی سپاه برای رویارویی با کرونا رونمایی خواهیم کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/05/139801051237490517004914.jpg,tasnim,https://tn.ai/2234919,سیاسی
589,روحانی: 4 میلیون تُن کالا وارد کشور خواهد شد/ کرونا ممکن است تا ماه‌های آینده یا تا پایان سال باشد,رئیس جمهور گفت: در روزهای آینده&nbsp;4 میلیون تن کالا وارد کشور خواهد شد و حرکت خوبی برای بازار ما خواهد بود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/02/1399010211361354919957154.jpg,tasnim,https://tn.ai/2234927,سیاسی
590,2 راهکار جایگزین برای تأمین منابع مقابله با کرونا به‌جای برداشت از صندوق توسعه ملی/آرزوی دشمنان جاروشدن صندوق است,یک کارشناس اقتصادی 2 راهکار جایگزین به‌جای برداشت مستقیم از منابع ارزی صندوق توسعه ملی برای مقابله با کرونا مطرح کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/03/1398120311453336319765094.jpg,tasnim,https://tn.ai/2235020,اقتصادی
591,سرلشکر باقری: آمریکایی‌ها نظر سوئی به ایران داشته باشند، با شدیدترین عکس‌العمل‌ مواجه می‌شوند,رئیس ستادکل نیروهای مسلح گفت: آمریکایی‌ها چنانچه کوچکترین نظر سوئی به امنیت کشور ما داشته باشند، با شدیدترین عکس‌العمل‌ها مواجه خواهند شد، اما ایران هیچ‌گونه دخالتی در این مسائل ندارد و هیچ قصدی برای تعرض به نیروهای بیگانه ندارد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/04/1399010413072947319968084.jpg,tasnim,https://tn.ai/2235032,سیاسی
592,ستاری: کرونا تحت کنترل درآمده است/ تلاش 3 گروه مستقل برای تولید واکسن کرونا,معاون علمی رئیس‌جمهور با اشاره به تلاش این معاونت در راستای ساخت واکسن کرونا از کنترل این بیماری در کشور خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/01/1398120115470774519733234.jpg,tasnim,https://tn.ai/2235090,اجتماعی
593,جلسات علنی مجلس از سه‌شنبه «حضوری» می‌شود / از همه نمایندگان تست کرونا گرفته می‌شود,عضو هیئت رئیسه مجلس شورای اسلامی جزئیاتی از برگزاری جلسات علنی آن‌لاین پارلمان را تشریح کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/06/1398110614165836819494694.jpg,tasnim,https://tn.ai/2235180,سیاسی
594,وزیر صمت: کالاها و اقلام مورد نیاز مردم تا پایان سال ذخیره‌سازی شده است,وزیر صنعت، معدن و تجارت گفت: تمهیدات لازم برای تأمین و ذخیره‌سازی کالاها و اقلام مورد نیاز مردم تا پایان سال اندیشیده شده است و مردم از این لحاظ هیچ گونه نگرانی نداشته باشند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/08/09/1398080914161959218780394.jpg,tasnim,https://tn.ai/2235183,اقتصادی
595,جدول زمانی آموزش تلویزیونی روز جمعه 15 فروردین,جدول زمانی آموزش تلویزیونی دانش‌آموزان از طریق شبکه آموزش و چهار سیما برای روز جمعه 15 فروردین 99 اعلام شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/06/139811061237575719493584.jpg,tasnim,https://tn.ai/2235201,اجتماعی
596,وزیر بهداشت: روزهای آینده وضعیت مقابله ایران با کرونا در سطح جهان متحول می‌شود,وزیر بهداشت گفت: به‌دلیل تقویت بیماریابی توانسته‌ایم موارد جدید بیشتری از ابتلا به کووید19 در کشور را شناسایی کنیم و در روزهای آینده اثرات بهبودی این افراد که شناسایی شده‌اند، بیشتر نمایان می‌شود و وضعیت ایران را در سطح جهانی متحول خواهد کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/05/24/1398052417432248818125304.jpg,tasnim,https://tn.ai/2235204,اجتماعی
597,افزایش چشمگیر آمار قربانیان کرونا در انگلیس طی 24ساعت گذشته/ شمار مبتلایان از 33هزار نفر گذشت,وزارت بهداشت انگلیس اعلام کرد شمار قربانیان ویروس کرونا در این کشور با افزایشی چشمگیر طی 24ساعت گذشته به بیش از 2900 نفر رسیده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/04/1399010410461045419966644.jpg,tasnim,https://tn.ai/2235230,بین الملل
598,سخنگوی تروریست‌های سنتکام: سامانه‌های دفاعی در عراق مستقر کردیم,سخنگوی تروریست‎‌های سنتکام گفت که واشنگتن سامانه‌های دفاعی در عراق مستقر کرده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/02/03/1398020311100662817254344.jpg,tasnim,https://tn.ai/2235266,بین الملل
599,تست کرونای علی لاریجانی رئیس مجلس مثبت شد,رئیس مجلس شورای اسلامی به کرونا مبتلا شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/05/1399010522561332619980464.png,tasnim,https://tn.ai/2235271,سیاسی
600,عراق| هشدار دوباره گردان‌های حزب‌الله به آمریکا,گردان‌های حزب‌الله عراق به واشنگتن درباره هرگونه اقدام خصمانه علیه ملت و گروه‌های عراقی هشدار داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/07/01/1397070110495657115474354.jpg,tasnim,https://tn.ai/2235281,بین الملل
601,غریب‌آبادی: آژانس تجهیزات تشخیص سریع کرونا در اختیار ایران قرار می‌دهد,سفیر و نماینده دائم جمهوری اسلامی ایران اعلام کرد آژانس بین‌المللی انرژی اتمی به‌زودی 2 دستگاه تشخیص سریع کرونا به ایران ارسال خواهد کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/09/16/1397091621541264116083814.jpg,tasnim,https://tn.ai/2235285,بین الملل
602,تعداد قربانیان کرونا در جهان از 50هزار نفر گذشت,آمارهای تجمیعی دولت‌ها در نقاط مختلف جهان نشان می‌دهد که شمار قربانیان ویروس کرونا (بیماری کووید‌ــ‌19) در جهان اکنون به بیش از 50هزار نفر رسیده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/01/1399010117524486119955574.jpg,tasnim,https://tn.ai/2235297,بین الملل
603,قربانیان آلمان از 1000 نفر عبور کرد/ شیوع گسترده کرونا به کادر درمانی بیمارستان‌ها,جدیدترین اخبار کرونا از آلمان از افزایش تعداد فوتی‌ها بر اثر ابتلا به این بیماری به بیش از هزار نفر و ابتلای تعداد زیادی از کادر درمان و پزشکان بیمارستان‌ها در این کشور به این بیماری حکایت دارد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/08/1399010810075151019997354.jpg,tasnim,https://tn.ai/2235312,بین الملل
604,افزایش تعداد قربانیان کرونا در فرانسه به بیش از 4500 نفر,وزارت بهداشت فرانسه از افزایش شمار قربانیان ویروس کرونا (بیماری کووید-19) در این کشور به بیش از 4500 نفر خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/01/1399010117523428219955574.jpeg,tasnim,https://tn.ai/2235315,بین الملل
605,اعتراض وزیر بهداشت به ابلاغ دستورالعمل بازگشایی مشاغل و مراکز کسب‌‌و‌کار توسط وزارت صنعت,وزیر بهداشت در نامه‌‌ای به حسن روحانی نسبت به دستور وزارت صمت مبنی بر بازگشایی مشاغل و کسب و کارها اعتراض خود را اعلام کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/14/139810141441144619297484.jpg,tasnim,https://tn.ai/2235556,اجتماعی
606,تماس تلفنی روحانی با 7 عضو کابینه؛ صدور دستورات جدید برای مدیریت کرونا,رئیس جمهور در تماس‌های تلفنی با هفت عضو کابینه و رئیس کل بانک مرکزی، دستوراتی را درباره موضوعات مختلف و بویژه مبارزه و مدیریت بیماری کرونا و ارزیابی دقیق طرح فاصله‌گذاری اجتماعی صادر کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/01/1398010110103676016975084.jpg,tasnim,https://tn.ai/2235582,سیاسی
607,نامه 182 منتخب مجلس یازدهم به رهبرانقلاب با موضوع تحقق شعار سال +اسامی امضا‌کنندگان,182 منتحب مجلس در نامه‌ای خطاب به مقام معظم رهبری از انتخاب شعار «جهش تولید» برای سال نود و نه تقدیر و تشکر کردند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/03/23/1398032311451822517641424.jpg,tasnim,https://tn.ai/2235733,سیاسی
608,تعلیق سری A تا اطلاع بعدی تمدید شد,سری A تا مدت نامعلومی از سر گرفته نخواهد شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/08/18/1398081818510974018852774.jpg,tasnim,https://tn.ai/2235788,ورزشی
609,الزرفی: شنبه درخواست برگزاری جلسه رای اعتماد را تقدیم می‌کنم,نخست‌وزیر مامور تشکیل کابینه جدید عراق جمعه شب اعلام کرد که روز شنبه همزمان با ارائه درخواست رسمی خود برای برگزاری جلسه رای اعتماد به کابینه وی، برنامه‌های دولتش را تقدیم رئیس پارلمان این کشور می‌کند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/27/1398122715470958919935064.jpg,tasnim,https://tn.ai/2235794,بین الملل
610,تشدید تدابیر برای مقابله با کرونا در ترکیه/ ممنوعیت ورود و خروج به 30 کلانشهر,رئیس جمهور ترکیه گفت: از بامداد شنبه&nbsp;مبادی ورودی و خروجی 30 کلانشهر و استان زونگولداک به جز موارد استثنا ممنوع می‌شود، این ممنوعیت در مرحله اول برای 15 روز اعمال خواهد شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1399/01/16/1399011602131287120051564.jpg,tasnim,https://tn.ai/2235800,بین الملل
